"controller_id","asset_id","occurrence_datetime","latitude","longitude","sent_datetime","snapshot"
"65","70",2023-05-23 11:46:54.716,"40.174","74.252",2023-05-23 11:46:54.716,"{ts:1684856814716,param:{{name:'X',node:'1',status:'OK',value:'304.157',value_type:'INTEGER'},{name:'MODEL',node:'1',status:'OK',value:'2',value_type:'INTEGER'},{name:'Z',node:'1',status:'OK',value:'0.00516667',value_type:'INTEGER'},{name:'LAYER',node:'1',status:'OK',value:'336',value_type:'INTEGER'},{name:'z_variance',node:'1',status:'OK',value:'0.52350033',value_type:'INTEGER'},{name:'Y',node:'1',status:'OK',value:'422.3',value_type:'INTEGER'},{name:'JOB',node:'1',status:'OK',value:'1',value_type:'INTEGER'}}}"
"65","70",2023-05-23 11:46:53.715,"40.174","74.252",2023-05-23 11:46:53.715,"{ts:1684856813715,param:{{name:'Y',node:'1',status:'OK',value:'422.234',value_type:'INTEGER'},{name:'X',node:'1',status:'OK',value:'304.168',value_type:'INTEGER'},{name:'MODEL',node:'1',status:'OK',value:'2',value_type:'INTEGER'},{name:'LAYER',node:'1',status:'OK',value:'336',value_type:'INTEGER'},{name:'JOB',node:'1',status:'OK',value:'1',value_type:'INTEGER'},{name:'Z',node:'1',status:'OK',value:'0.00483333',value_type:'INTEGER'},{name:'z_variance',node:'1',status:'OK',value:'0.52383367',value_type:'INTEGER'}}}"
"65","70",2023-05-23 11:46:52.718,"40.174","74.252",2023-05-23 11:46:52.718,"{ts:1684856812718,param:{{name:'Y',node:'1',status:'OK',value:'422.168',value_type:'INTEGER'},{name:'Z',node:'1',status:'OK',value:'0.0055',value_type:'INTEGER'},{name:'MODEL',node:'1',status:'OK',value:'2',value_type:'INTEGER'},{name:'z_variance',node:'1',status:'OK',value:'0.523167',value_type:'INTEGER'},{name:'X',node:'1',status:'OK',value:'304.18',value_type:'INTEGER'},{name:'LAYER',node:'1',status:'OK',value:'336',value_type:'INTEGER'},{name:'JOB',node:'1',status:'OK',value:'1',value_type:'INTEGER'}}}"
"65","70",2023-05-23 11:46:51.716,"40.174","74.252",2023-05-23 11:46:51.716,"{ts:1684856811716,param:{{name:'Y',node:'1',status:'OK',value:'422.168',value_type:'INTEGER'},{name:'Z',node:'1',status:'OK',value:'0.0055',value_type:'INTEGER'},{name:'MODEL',node:'1',status:'OK',value:'2',value_type:'INTEGER'},{name:'z_variance',node:'1',status:'OK',value:'0.523167',value_type:'INTEGER'},{name:'X',node:'1',status:'OK',value:'304.18',value_type:'INTEGER'},{name:'LAYER',node:'1',status:'OK',value:'336',value_type:'INTEGER'},{name:'JOB',node:'1',status:'OK',value:'1',value_type:'INTEGER'}}}"
"65","70",2023-05-23 11:46:50.717,"40.174","74.252",2023-05-23 11:46:50.717,"{ts:1684856810717,param:{{name:'Y',node:'1',status:'OK',value:'422.101',value_type:'INTEGER'},{name:'Z',node:'1',status:'OK',value:'0.005',value_type:'INTEGER'},{name:'MODEL',node:'1',status:'OK',value:'2',value_type:'INTEGER'},{name:'LAYER',node:'1',status:'OK',value:'336',value_type:'INTEGER'},{name:'JOB',node:'1',status:'OK',value:'1',value_type:'INTEGER'},{name:'X',node:'1',status:'OK',value:'304.192',value_type:'INTEGER'},{name:'z_variance',node:'1',status:'OK',value:'0.523667',value_type:'INTEGER'}}}"
"65","70",2023-05-23 11:46:49.716,"40.174","74.252",2023-05-23 11:46:49.716,"{ts:1684856809716,param:{{name:'MODEL',node:'1',status:'OK',value:'2',value_type:'INTEGER'},{name:'Z',node:'1',status:'OK',value:'0.00516667',value_type:'INTEGER'},{name:'LAYER',node:'1',status:'OK',value:'336',value_type:'INTEGER'},{name:'z_variance',node:'1',status:'OK',value:'0.52350033',value_type:'INTEGER'},{name:'Y',node:'1',status:'OK',value:'422.035',value_type:'INTEGER'},{name:'JOB',node:'1',status:'OK',value:'1',value_type:'INTEGER'},{name:'X',node:'1',status:'OK',value:'304.20300000000003',value_type:'INTEGER'}}}"
"65","70",2023-05-23 11:46:48.713,"40.174","74.252",2023-05-23 11:46:48.713,"{ts:1684856808713,param:{{name:'z_variance',node:'1',status:'OK',value:'0.52333367',value_type:'INTEGER'},{name:'MODEL',node:'1',status:'OK',value:'2',value_type:'INTEGER'},{name:'LAYER',node:'1',status:'OK',value:'336',value_type:'INTEGER'},{name:'JOB',node:'1',status:'OK',value:'1',value_type:'INTEGER'},{name:'Z',node:'1',status:'OK',value:'0.00533333',value_type:'INTEGER'},{name:'X',node:'1',status:'OK',value:'304.21500000000003',value_type:'INTEGER'},{name:'Y',node:'1',status:'OK',value:'421.969',value_type:'INTEGER'}}}"
"65","70",2023-05-23 11:46:47.717,"40.174","74.252",2023-05-23 11:46:47.717,"{ts:1684856807717,param:{{name:'z_variance',node:'1',status:'OK',value:'0.52300033',value_type:'INTEGER'},{name:'Z',node:'1',status:'OK',value:'0.00566667',value_type:'INTEGER'},{name:'MODEL',node:'1',status:'OK',value:'2',value_type:'INTEGER'},{name:'LAYER',node:'1',status:'OK',value:'336',value_type:'INTEGER'},{name:'JOB',node:'1',status:'OK',value:'1',value_type:'INTEGER'},{name:'X',node:'1',status:'OK',value:'304.22700000000003',value_type:'INTEGER'},{name:'Y',node:'1',status:'OK',value:'421.903',value_type:'INTEGER'}}}"
"65","70",2023-05-23 11:46:46.718,"40.174","74.252",2023-05-23 11:46:46.718,"{ts:1684856806718,param:{{name:'X',node:'1',status:'OK',value:'304.23900000000003',value_type:'INTEGER'},{name:'Z',node:'1',status:'OK',value:'0.0055',value_type:'INTEGER'},{name:'MODEL',node:'1',status:'OK',value:'2',value_type:'INTEGER'},{name:'z_variance',node:'1',status:'OK',value:'0.523167',value_type:'INTEGER'},{name:'LAYER',node:'1',status:'OK',value:'336',value_type:'INTEGER'},{name:'JOB',node:'1',status:'OK',value:'1',value_type:'INTEGER'},{name:'Y',node:'1',status:'OK',value:'421.837',value_type:'INTEGER'}}}"
"65","70",2023-05-23 11:46:45.713,"40.174","74.252",2023-05-23 11:46:45.713,"{ts:1684856805713,param:{{name:'MODEL',node:'1',status:'OK',value:'2',value_type:'INTEGER'},{name:'Z',node:'1',status:'OK',value:'0.00516667',value_type:'INTEGER'},{name:'LAYER',node:'1',status:'OK',value:'336',value_type:'INTEGER'},{name:'z_variance',node:'1',status:'OK',value:'0.52350033',value_type:'INTEGER'},{name:'JOB',node:'1',status:'OK',value:'1',value_type:'INTEGER'},{name:'X',node:'1',status:'OK',value:'304.25100000000003',value_type:'INTEGER'},{name:'Y',node:'1',status:'OK',value:'421.77',value_type:'INTEGER'}}}"
